year,start_date,end_date,numberofsentences_altA,DFF_Before_meeting,DFEDTR,Sentence_1,Sentence_2,Sentence_3,Sentence_4,Sentence_5,Sentence_6,Sentence_7,Sentence_8,Sentence_9,Sentence_10
1977,1977-05-17,1977-05-17,2,5.38,No target in FRED,"(12) Alternative C contemplates a tightening in money market conditions over the next few weeks while alternative A involves an easing.","(15) The near-term easing of the money market under alternative A would probably stimulate a substantial rally in debt markets, particularly in light of the sizable short position of U.S. Government security dealers in coupon issues.","","","","","","","",""
1977,1977-06-21,1977-06-21,2,5.39,No target in FRED,"(15) An easing of the Federal funds rate over the near term to the mid-point of a 4½ to 5¼ per cent range--as called for under alternative A--and the associated decline in short-term rates might well be accompanied, at least temporarily, by significant declines in 1/ From July to October 1973 interest ceilings were removed on time deposits with minimum denominations of $1,000 and maturities of at least four years.","In order to achieve growth rates in M-1 at the mid-point of the Committee's one-year range, however, the Federal funds rate would have to begin to rise relatively soon and to reach a level above those envisioned under alternatives B and C. Thus, under alternative A, the Federal funds rate would be expected to average around 7¼ per cent in the first quarter of 1978.","","","","","","","",""
1977,1977-07-19,1977-07-19,3,5.41,No target in FRED,"Alternative A encompasses a little more 1/ Growth in the bank credit proxy--the sum of all deposits and certain borrowings of member banks--has been consistently below the targets adopted by the Committee, and has in the past year diverged increasingly from bank credit, as may be seen from the table on p. 4.","(18) Alternative A contemplates an easing of money market conditions between now and the next Committee meeting.","(19) We would expect the funds rate to begin rising in the fall under alternative A if growth in the aggregates is to remain around the midpoints of the longer-run ranges for this alternative.","","","","","","",""
1977,1977-08-16,1977-08-16,1,6.01,No target in FRED,"(17) The easing in the money market envisioned under alternative A may stimulate rather substantial downward adjustments over the short-run in intermediate- and longer-term interest rates, particularly in the Treasury securities market where dealers may be expected to make efforts to cover short positions.","","","","","","","","",""
1977,1977-09-20,1977-09-20,2,6.08,No target in FRED,"(13) An easing in the funds rate to the mid-point of a 5¼-6 per cent range is encompassed under alternative A.","The projected funds rate pattern for alternative A, as well as the other alternatives, is presented in Appendix I. -11- (14) Given below are alternatives for the operational paragraphs of the directive.","","","","","","","",""
1977,1977-10-17,1977-10-18,1,6.48,No target in FRED,"(18) The easing in money market conditions over the next few weeks under alternative A would be consistent with a shift to somewhat higher longer-run growth ranges than those of alternative B.","","","","","","","","",""
1977,1977-11-15,1977-11-15,1,6.54,No target in FRED,"-12- (16) An easing in the funds rate to the mid-point of a 5¾ to 6¾ per cent range, as envisioned under Alternative A, could stimulate sub- stantial downward adjustments in interest rates.","","","","","","","","",""
1977,1977-12-19,1977-12-20,3,6.55,No target in FRED,"(18) An easing in the Federal funds rate to 6 per cent, as envisioned under alternative A, could stimulate a substantial downward adjustment in short-term market rates.","Under alternative A, M-1 is likely to expand at a 6¼ per cent average rate of growth over the fourth quarter of 1977 and the first quarter of 1978, requiring interest rate increases sufficient to hold M-1 growth in the second and third quarters of 1978 to about a 4 per cent annual rate.","On the other hand, recent growth in nonborrowed reserves has been below the longer-run growth thought consistent with Alternative A, but above the growth rates shown for Alternatives B and C.","","","","","","",""
1978,1978-01-17,1978-01-17,3,6.93,No target in FRED,"(18) An easing in money market conditions over the next few weeks under alternative A, which calls for a Federal funds rate of about 6-1/4 per cent, would come as a considerable surprise so soon after the Board's recent discount rate action.","(19) Even though this alternative is consistent with a shift to higher long-term growth ranges for the aggregates, the decline in the funds rate would soon have to be reversed in order to keep the aggre- gates within the longer-run ranges of alternative A. 1978--I III IV QIV '77 to QIV '78 Without a change in ceiling rate A B C Interest-bearing 7.7 7.5 7.5 8.8 9.0 8.9 8.0 8.5 8.3 8.3 Co 7.5 With a change in ceiling rate A B mponent of M-2 7.7 7.5 10.6 11.6 12.6 11.1 11.4 10.1 11.0 10.5 M-2 1978--I II III IV QIV '77 to QIV '78 1978--I II III IV QIV '77 to QIV '78 1978--I II III IV QIV '77 to QIV '78 6.8 7.4 7.4 7.6 7.5 9.8 9.0 8.4 8.5 9.3 8.0 8.1 7.9 8.0 8.2 6.5 6.8 7 7 7.1 9.5 8.0 7.5 7.5 8.4 7.7 7.3 7.3 7.3 6.1 6.3 6.8 6.9 6.8 8.5 9.5 8.9 6.7 8.7 Thrift Deposits 8.7 9.7 7.0 9.6 6.5 10.3 6.6 10.4 M-3 7.2 6.6 6.7 6.9 10.4 8.0 9.0 9.9 9.5 1/ The staff has assumed that the deposit ceiling rate is increased in May under Alternative A, March under B, and February under C. 1/ ate C 7.7 10.9 9.9 9.4 9.9 6.6 8.8 8.6 8.1 8.3 9.5 9.1 9.2 9.2 9.6 7.8 8.9 8.9 8.6 9.1 8.3 8.0 8.1 8.6 7.6 8.2 7.9 7.9 8.2 CHART 1 MONETARY AGGREGATES NARROW MONEY SUPPLY M1 BILLIONS OF DOLLARS BROADER MONEY SUPPLY M2 350 330 310 290 840 1976 1977 1978 S 0 N D J 1977 1978 1/13/7 820 810 800 790 BANK CREDIT SEND OF MONTH RESERVES F WEEKLY AVERAGES 1976 CHART 2 1/13/78 MONETARY AGGREGATES BILLIONS OF DOLLARS -900 -860 -820 -780 I I I 740 BILLIONS OF DOLLARS 37 TOTAL - 36 - 35 - 34 NONBORROWED i I 33 1977 1978 CHART 3 MONEY MARKET CONDITIONS AND INTEREST RATES IONEY MARKET CONDITIONS WEEKLY AVEAGSWEEKLY AVERAGES PER CENT -1 7 FEDERAL RATE RESERVES -- 6 -1 5 BILLIONS OF DOLLARS 2 0 l I 2 I INTEREST RATES Short-term 1976 1977 1978 1/13/78 1976 1977 1978 1975 1977 1978 Table 1 MONETARY AGGREGATES ACTUAL AND CURRENT PROJECTIONS, SEASONALLY ADJUSTED CONFIDENTIAL (FR) CLASS II-FOMC JAN. 13, 1978 Money Supply Total Time & Savings Deposits Nondeposit Period Narrow Broad U S Govt.","","","","","","","",""
1978,1978-02-28,1978-02-28,3,6.88,No target in FRED,"(21) Alternative A involves a reduction in the Federal funds rate over the intermeeting period to the 6-1/2 per cent mid-point of a 6 to 6-1/2 per cent range.","-15- (22) The approach of alternative A appears most consistent with a monetary policy that encourages more rapid growth in the monetary aggregates over the longer-run than under either alternatives B or C. Nevertheless, given the strength projected for economic activity, the near-term decline in the funds rate under A would probably soon have to be reversed to restrain growth in the aggregates to rates consistent with the mid-points of longer-run ranges for alternative A. 1978--I III IV QIV '77 to QIV '78 1978--I II III IV QIV '77 to QIV '78 1978--I II III IV QIV '77 to QIV '78 1978--I II III IV QIV '77 to QIV '78 Without a change in ceiling rate A B C Interest-bearing 7.9 7.9 7.9 8.8 9.0 9.2 9.1 6.6 7.2 7.2 7.4 7.3 8.1 7.3 6.7 6.8 7.6 7.3 7.4 7.2 7.3 7.5 8.4 8.9 8.7 8.7 6.6 6.9 7.1 7.1 7.2 8.0 6.5 6.0 6.0 6.9 7.2 6.8 6.8 6.8 7.1 7.9 8.1 8.1 8.2 M-2 6.5 6.7 7.2 7.3 change A Component 9.4 11.4 10.6 10.2 6.6 8.0 8.8 8.6 7.1 8.2 Thrift Deposits 8.0 8.1 6.3 8.3 5.8 9.4 5.9 9.9 6.7 M-3 7.1 6.5 6.6 6.8 6.9 9.2 7.3 8.1 9.1 9.1 8.7 With a in ceiling B of M-2 7.9 9.5 10.5 8.8 9.5 6.6 8.0 8.2 7.3 7.7 8.0 7.6 9.0 8.6 8.5 7.2 7.9 8.5 7.8 8.1 that the deposit ceiling rate is increased in June under Alternative A, May under B, and April under C. 1/ rate- C 7.9 10.0 8.6 7.8 8.8 6.5 8.1 7.0 6.6 7.2 8.0 7.0 7.7 7.4 7.7 7.1 7.7 7.2 6.9 7.4 1/ The staff has assumed Appendix Table IV-1 MONEY STOCK--M-1 (Annual rates of growth, compounded quarterly)- .","","","","","","","",""
