year,start_date,end_date,numberofsentences_altA,DFF_Before_meeting,DFEDTR,Sentence_1,Sentence_2,Sentence_3,Sentence_4,Sentence_5,Sentence_6,Sentence_7,Sentence_8,Sentence_9,Sentence_10,Sentence_11,Sentence_12
1971,1971-12-14,1971-12-14,7,4.25,No target in FRED,"If the Committee would prefer to have the aggregates grow along the alternative B paths, it might modify -14- the above language to call for ""maintaining money market conditions consis- tent with the recent reduction in Federal Reserve Bank discount rates"".","(19) Alternative B.","The following language is proposed for possible use if the Committee decides to continue to formulate the primary instruction in terms of aggregates, and to seek the growth rates over the months ahead discussed earlier in connection with alternative B-including first-quarter rates of 7 and 8-1/2 per cent for M1 and M2, respectively.","","","","","","","","",""
1972,1972-01-11,1972-01-11,4,3.75,No target in FRED,"Alternative B, on the other hand, places primary stress on bank reserves as the operating target variable, with a money market conditions constraint in a proviso clause.","-7- (9) The proposed language for alternative B follows: ""To implement this policy, [DEL: the Committee seeks to promote the degree of ease in bank reserve and money market conditions essential to] SYSTEM OPEN MARKET OPERATIONS UNTIL THE NEXT MEETING OF THE COMMITTEE SHALL BE CONDUCTED WITH A VIEW TO SUPPLYING THE BANK RESERVES NEEDED TO SUPPORT greater growth in monetary aggregates; [DEL: over the months ahead, while taking account of international developments] PROVIDED THAT MONEY MARKET CONDITIONS DO NOT FLUCTUATE OVER AN UNDULY WIDE RANGE.""","(11) Since effects on money market conditions would be a secondary consideration in the Manager's operations under alternative B, the Committee need not prejudge the direction of the funds rate, as would be the case under alternative A. Depending on developments affecting the demand for money, the funds rate under this procedure might rise or fall from currently prevailing levels, and the rate movements could be sub- stantial.","","","","","","","","",""
1972,1972-02-15,1972-02-15,1,3.38,No target in FRED,"(15) Alternative B. -11- (16) If the Committee were to adopt alternative B it could base reserve operating targets on the levels and growth rates for reserves shown earlier to be consistent with either patterns I, II, or III.","(17) For the proviso clause in alternative B, the Committee may wish to consider a range of fluctuation for the Federal funds rate as large as 2 percentage points, as recommended by the report of the Committee on the Directive.","","","","","","","","","",""
1972,1972-03-21,1972-03-21,0,3.88,No target in FRED,"No Sentences Alternative B","","","","","","","","","","",""
1972,1972-04-18,1972-04-18,5,4.06,No target in FRED,"(15) Alternative B. ""To implement this policy, while taking account of [DEL: international developments and possible] CAPITAL MARKET -10- DEVELOPMENTS AND THE FORTHCOMING Treasury financing, the Committee seeks to achieve bank reserve and money market conditions that will support moderate growth in monetary aggregates over the months ahead.""","The language of alternative B differs from that of alternative A in that it includes a reference to developments in capital markets.","","","","","","","","","",""
1972,1972-05-23,1972-05-23,4,4.25,No target in FRED,"(11) For alternative B, the mid-point of the Federal funds rate range is just under 5 per cent.","","","","","","","","","","",""
1972,1972-06-19,1972-06-20,4,4.38,No target in FRED,"But under alternative A, the staff would expect the funds rate to edge down from current levels, while under alternative B it is likely to edge up as reserve provision through open market operations is held back in the face of strengthening demand for money.","(15) Alternative B. ""To implement this policy, while taking account of [DEL: capital market developments and] possible Treasury [DEL: refunding] FINANCING, the Committee seeks to achieve bank reserve and money market conditions that will support [DEL: somewhat slower] MODERATE growth in monetary aggregates over the months ahead.""","S; ~r ---------- ;----- IQII i I DO ........ WV-Wvvvw-rw Annual Growth Rates con- sistent with Alternative B 1/ May June OIl M1 4-1/2 l-72 7-1/4 M2 9-1/2 10 9 Credit Proxy (Adj.) 17 2-1/2 11 Table 2 Monetary Aggregates (Actual and current projections, seasonally adjusted) STRICTLY CONFIDENTIAL (FR) June 16, 1972 Narrow Broad Adjusted U.S. Total Time deposits Nondeposit Money Money Credit Govt. Time and other Negotiable Sources of Period Supply (M1) Supply (M2) Proxy Deposits Savings than CD's CD's Funds 1972--Jan. Feb. Mar. Apr.","","","","","","","","",""
1972,1972-07-18,1972-07-18,1,4.56,No target in FRED,"(2) With private demand deposits coming in below expectations in the latter part of June, M 1 expanded at a 4-1/2 per cent annual rate for the month, about one and a half percentage points below the rate built into the alternative B path of the last Committee meeting.","Between now and the next meeting of the Committee a 3-month bill rate in a 3-3/4--4-1/2 per cent range might be anticipated under conditions of alternative B, assuming the funds rate in that alternative does not move much, if any, above 4-3/4 per cent. (11) The Treasury will announce on July 26 terms on which they will refund $2.3 billion of publicly held obligations maturing in mid-August and probably also $1.8 billion of September maturities.","(18) Alternative B. ""To implement this policy, while taking account of [DEL: possible] THE FORTHCOMING Treasury financing, developments in capital markets, and international developments, the Committee seeks to achieve bank reserve and money market conditions that will support moderate growth in monetary aggregates over the months ahead.""","1/ The range is centered on the 6.5 per cent rate of growth in these reserves from May to July thought to be consistent with growth in monetary aggregates as shown under Alternative B in the Bluebook of June 16, 1972.","::: Annual Growth Rates consistent with alternative B 1/ June July Q11 M, 6 9 6 M; 10-1/2 Credit Proxy (Adj.) 4 9-1/2 3-1/2 6111 6.5 9 7.5 10-1/2 7 Table 2 Monetary Aggregates (Actual and current projections, seasonally adjusted) STRICTLY CONFIDENTIAL (FR) July 14,1972 Narrow Broad Adjusted U.S. Total Time deposits Nondeposit Money Money Credit Govt. Time and other Negotiable Sources of Period Supply (M ) Supply (M2) Proxy Deposits Savings than CD's CD's Funds 1972--Jan. Feb. Mar. Apr.","","","","","","",""
1972,1972-08-15,1972-08-15,8,4.81,No target in FRED,"Alternative B would move less aggressively to slow growth in the aggregates--moderating the ex- pansion of M1 to an annual rate of 7-1/2 per cent in the fourth quarter and 6 per cent in the first.","Upward pressure on short-term rates, of course, would be considerably greater under alternative B-- and more so under C. Thus, the 3-month bill rate might rise to 5 per cent or more by the end of the fourth quarter under B and could be approaching 6 per cent under C. (13) Rising short-term interest rates would begin to have an increasing impact on rates of growth in M1 as the fourth quarter progressed, but their major restraining effects on M1 would probably not occur until the early months of 1973.","Even under alternative A a moderate slowing of inflows to accounts is expected to occur; under alternative B the higher level of short-term market rates would have a more noticeable effect.","However, the increases in money market rates associated with alternative B could produce an earlier advance in long-term rates, and under alternative C the upward movement in long rates would undoubtedly be both large and prompt.","(19) Alternative B. ""To implement this policy, while taking account of [DEL: the forthcoming Treasury financing,] developments in capital markets, [DEL: and international developments,] the Committee seeks to achieve bank reserve and money market conditions that will support moderate growth in monetary aggregates over the months ahead.""","Retention of this reference in alternative B could be construed, as in past directives, to call for the types of operations best calculated to minimize upward pressure on long-term rates.","1/ The range is centered on the 5.0 per cent rate of growth in these reserves from July to August thought to be consistent with growth in monetary aggregates as shown under Alternative B in the Bluebook of July 14, 1972. .......................... .. , ""'.........°°,° - ... .... .... ... .. .° .","°....,,.. , 0 ---- 1 087 LI. ~~Y -- -- ---- Table 1 Annual Growth Rates consistent with alternative B 1/ July Aug. QIII MI 10-1/2 2 6-1/2 M2 11-1/2 6 8-1/2 Credit Proxy (Adj.) 5 6-1/2 8-1/2 Period Table 2 Monetary Aggregates (Actual and current projections, seasonally adjusted) STRICTLY CONFIDENTIAL (FR) Aug. 11, 1972 1972--Apr.","","","",""
1972,1972-09-19,1972-09-19,4,4.94,No target in FRED,"(5) Expansion of M1 and M2 in August exceeded growth rates thought to be consistent with policy alternative B in the last Blue Book by 1/2 to 1-1/2 percentage points (after adjusting for a decrease in the July base).","Alternative B and C are two, and they involve both a more gradual slowing in the monetary aggregate and a more gradual tightening of money market con- ditions.","(13) The monetary aggregates under alternative B and C are con- sistent with progressive firming in reserve and money market conditions over the months ahead; however, alternative B moves in this direction more gradually than alternative C. Alternative B ""To implement this policy, while taking account of developments in [DEL: capital] CREDIT markets, [DEL: and] international developments, AND THE EFFECTS OF BANK REGULATORY CHANGES, the Committee seeks to achieve bank reserve and money market conditions that will support SOMEWHAT MORE moderate gr wth in monetary aggregates over the months ahead.""","from Aug. to Sept. thought to be consistent with growth in monetary 30,263 30,004 29,908 29,373 29,605 29,589 29,606 29,947 29,906 30,155 29,883 30,239 30,238 30,373 30,075 30,421 30, 027 30,421 30,908 30,122 .........:.:::::::::: .........:::.........::........ ............ ........ ::::: ...........:: :: :: :: :: ..........: ..:: ::: :: :: ...:::........ :::....... :: Annual Growth Rates consistent with alternative B 1/ Aug. Sept. LI 1 3.5 7.5 8.7 M. 7.0 8.0 9.0 z Credit Proxy (Adj.) 4.7 10.5 9.4 Table 2 Monetary Aggregates (Actual and current projections, seasonally adjusted) STRICTLY CONFIDENTIAL (FR) September 15, 1972 Narrow Broad Adjusted U.S. Total Time deposits Nondeposit Money Money Credit Govt. Time and other Negotiable Sources of Period Supply (M1) Supply (M2 ) Proxy Deposits Savings than CD's CD's Funds 1972--Apr. September reflects alternative B, as shown in the August 11, 1972 that are consistent with the mid-points of target ranges that Monthly 1972 - Mar. Apr.","","","","","","","",""
