year,start_date,end_date,numberofsentences_altC,DFF_Before_meeting,DFEDTR,Sentence_1,Sentence_2,Sentence_3,Sentence_4,Sentence_5,Sentence_6,Sentence_7,Sentence_8,Sentence_9,Sentence_10,Sentence_11,Sentence_12
1976,1976-08-17,1976-08-17,5,5.38,No target in FRED,"At the other end of the spectrum, alternative C--which assumes a tightening of the 1/ Nonborrowed reserves and other reserve aggregates thought to be con- sistent with these ranges are shown in Appendix table I. Alternative Levels and Growth Rates for Key Monetary Aggregates Alt.","(13) Alternative C involves a tighter monetary policy over the next few weeks and assumes that the Federal funds rate rises to the mid- point of a 5-1/4 to 6-1/4 per cent range.","(14) While alternative C involves more near-term restraint than B, the early move toward tightening would work to limit interest rate increases needed over the longer run to maintain M1 growth over the QII '76-QII '77 period at around 5-3/4 per cent.","The staff believes that the funds rate could peak out at around 6-3/4 per cent during the fall under an alternative C approach.","Alternative C To implement this policy, while taking account of develop- ments in domestic and international financial markets, the Committee seeks to achieve SOMEWHAT FIRMER bank reserve and money market condi- tions [DEL: consistent with moderate growth in monetary aggregates] over the period IMMEDIATELY ahead, PROVIDED THAT MONETARY AGGREGATES APPEAR TO BE GROWING AT ABOUT THE RATES CURRENTLY EXPECTED.","","","","","","",
1976,1976-09-21,1976-09-21,3,5.26,No target in FRED,"(13) The tightening of money market conditions contemplated under alternative C--with the funds rate range centered on 5¾ per cent-- might well lead to fairly sharp upward adjustments in market rates over the next few weeks.","(14) A little slower growth in the monetary aggregates would, of course, be likely to develop over the September-October period under alternative C than under either of the other two alternatives.","Alternative C To implement this policy, while taking account of develop- ments in domestic and international financial markets, the Com- mittee seeks to [DEL: maintain prevailing] ACHIEVE SOMEWHAT FIRMER bank reserve and money market conditions over the period immediately ahead, provided that monetary aggregates appear to be growing at about the rates currently expected.","","","","","","","","",
1976,1976-10-19,1976-10-19,5,5.03,No target in FRED,"Under alternative C, the growth ranges for the broader monetary aggregates are about the same as those that now prevail, but the range for M1 is lower.","For M2 and M3, the implied levels for QII '77 are best approximated by alternative C, after taking account of the downward revision in levels associated with the new benchmark revision.","(14) Alternative C involves a rise in the funds rate over the next few weeks to the 5-1/2 per cent mid-point of a 5-6 per cent range.","(15) Further increases in interest rates can be expected over the longer-run under alternative C, assuming M1 growth over the QIII '76- QIII '77 period is constrained to around 4-3/4 per cent. -12- Alternative C To implement this policy, while taking account of developments in domestic and international financial markets, the Committee seeks to achieve bank reserve and money market conditions consistent with [DEL: moderate] MODEST growth in monetary aggregates over the period ahead.","","","","","","","",
1976,1976-11-16,1976-11-16,3,5.09,No target in FRED,"As a result, the funds rate would rise less than under alternative A. (10) Alternative C involves a tightening in the money market over the next few weeks, with the funds rate rising to around 5½ per cent by the time of the next Committee meeting.","The tightening of money market conditions contemplated under alternative C may reduce the 2-month M2 growth rate to an 8½-12½ per cent range.","Alternative C To implement this policy, while taking account of developments in domestic and international financial markets, the Committee seeks to achieve SOMEWHAT FIRMER bank reserve and money market conditions [DEL: consistent with moderate growth in monetary aggregates] over the period IMMEDIATELY ahead, PROVIDED THAT MONETARY AGGREGATES APPEAR TO BE GROWING AT ABOUT THE RATES CURRENTLY EXPECTED.","","","","","","","","",
1976,1976-12-20,1976-12-21,2,4.56,No target in FRED,"(13) Alternative C contemplates a tightening in the money market over the next few weeks, with the funds rate rising to around 5-1/8 per cent. Alternative C To implement this policy, while taking account of developments in domestic and international financial markets, the Committee seeks to achieve SOMEWHAT FIRMER bank reserve and money market conditions [DEL: consistent with moderate growth in monetary aggregates] over the period IMMEDIATELY ahead, PROVIDED THAT MONETARY AGGREGATES APPEAR TO BE GROWING AT ABOUT THE RATES CURRENTLY EXPECTED.","","","","","","","","","","",
1977,1977-01-17,1977-01-18,4,4.6,No target in FRED,"(15) Alternative C involves a tightening of the Federal funds rate over the next few weeks to the mid-point of a 4 ¾-5½ per cent range.","The staff would expect that further pressures would have to be applied to the money market as the year progresses if growth in M1 over the QIV '76-QIV '77 period is to be constrained to around the mid-point of the 3½-5½ per cent alternative C range.","-11- Alternative C To implement this policy, while taking account of developments in domestic and international financial markets, the Committee seeks to [DEL: maintain prevailing] ACHIEVE bank reserve and money market condi- tions CONSISTENT WITH MODEST GROWTH IN MONETARY AGGREGATES over the period [DEL: immediately] ahead, [DEL: provided that monetary aggregates appear to be growing at about the rates currently expected].","The levels of alternative C are considerably closer to the previously implied mid-point levels.","","","","","","","",
1977,1977-02-15,1977-02-15,4,4.73,No target in FRED,"(13) Alternative C contemplates a tightening of the money market over the next few weeks, with the funds rate rising to the mid- point of a 4¾-5½ per cent range.","(14) The tightening of the money market and slower near-term growth in nonborrowed reserves under alternative C would also tend to hold down expansion of the monetary aggregates over the February-March period as compared with alternative B.","However, alternative C would require a more rapid growth in the aggregates than alternative B in the second half of 1977 to attain the longer-run, QIV '76-QIV '77 ranges for the aggregates adopted by the FOMC.","Alternative C To implement this policy, while taking account of developments in domestic and international financial markets, the Committee seeks to achieve SOMEWHAT FIRMER bank reserve and money market conditions [DEL: consistent with moderate growth in monetary aggregates] over the period IMMEDIATELY ahead, PROVIDED THAT MONETARY AGGREGATES APPEAR TO BE GROWING AT ABOUT THE RATES CURRENTLY EXPECTED.","","","","","","","",
1977,1977-03-15,1977-03-15,2,4.67,No target in FRED,"A rise in the funds rate, as under alternative C, could be accompanied by fairly substantial upward adjustments in short-term rates--of about 50 basis points or so.","The tightening of the money market under alternative C would introduce monetary restraint earlier in the year and hence would require less of a rise in interest rates by year-end than either alternative A or B. Directive language (13) Given below are alternatives for the operational paragraphs of the directive.","","","","","","","","","",
1977,1977-04-19,1977-04-19,3,4.76,No target in FRED,"(17) Alternative C involves an increase in the Federal funds rate between now and the next Committee meeting to around 5¼ per cent, the mid-point of a 4¾-5¾ per cent range.","-12- (18) The immediate tightening of the money market contemplated under alternative C would also more quickly set in train the market and institutional responses described in paragraph (14).","(19) If the growth in M1 over the QI '77-QI '78 period is to be constrained to around the mid-point of the 3½-5½ per cent longer- run range of alternative C, further firming in money market conditions would probably be required as the year progresses.","","","","","","","","",
1977,1977-05-17,1977-05-17,5,5.38,No target in FRED,"(12) Alternative C contemplates a tightening in money market conditions over the next few weeks while alternative A involves an easing.","Under alternative C the Federal funds rate would be expected to rise to the mid-point of a 5¼-6¼ per cent range.","The immediate retarding effect on M2 is expected to be somewhat greater under alternative C. (13) The increases in short-term rates under alternative C would probably also be accompanied by a fairly prompt return to ceiling rates on time deposits at those banks and thrift institutions that had lowered offering rates previously.","(14) An immediate tightening of the money market, such as is called for under alternative C, would probably reduce somewhat the level to which the funds rate would have to rise ultimately to restrain monetary growth to within the FOMC's longer-run ranges.","","","","","","","",
1977,1977-06-21,1977-06-21,3,5.39,No target in FRED,"(13) The alternative C specifications involve an increase of the funds rate over the next few weeks to the mid-point of a 5½-6½ per cent range.","If ceiling rates are unattractive relative to market rates, beginning in July -11- some institutions may experience substantial withdrawals in connection with heavy maturities of ""wild card"" accounts.1/ (14) The immediate tightening of the money market under alternative C would tend to lessen the degree of restraint that would be needed later to achieve growth in M-1 over the QI '77-QI '78 period near the mid-point of the Committee's one-year range.","Although growth in M-2 and M-3 would consequently be stronger in late 1977 and early 1978 than under the other alternatives, even under alternative C the growth rates projected for M-2 and M-3 over the year ending QI '78 are in the lower part of their respective ranges.","","","","","","","","",
1977,1977-07-19,1977-07-19,5,5.41,No target in FRED,"rapid growth in all of the monetary aggregates than B, and alternative C a little slower growth.","Even under the short-run specifications of alternative C, there would appear to be sufficient leeway between ceiling rates in time certificates maturing in four years or more and yields on market instruments to enable banks to retain the funds involved in maturing ""wild card"" certificates.","(16) The rise in market rates of interest over the next few weeks accompanying short-run alternative C (or D) would probably carry the 3-month Treasury bill rate above the 5¼ per cent ceiling rate on thrift institution savings deposits.","Under alternative C we would expect that thrifts would become less willing to commit funds to the mortgage market at near the recent pace.","-12- (17) If the Committee wishes to achieve the midpoints of the longer-run growth ranges for alternative C--indexed by an M-1 range of 4-6 per cent--the staff expects that the funds rate would need to rise only a little further and would top out at around 6¼ per cent in the first quarter of 1978.","","","","","","",
