start_date,Paragraph_number,Paragraph,Alternatives
1987-12-15,7,"(7) Three alternatives for monetary policy are presented below for
Committee consideration. They are based on the options of maintaining
current reserve and money market conditions, or seeking somewhat easier
(alternative A) or somewhat tighter (alternative C) conditions. The
latter two alternatives are assumed to involve changes of approximately
associated adjustments of reserve pressures. Investor caution about
default risk and potential volatility may continue in financial markets
over the near term. In such circumstances, the apparent added reluc-
tance of banks to be seen tapping the discount window since the last
FOMC meeting also could persist. Moreover, year-end pressures may
affect bank reserve management and the movements of interest rates in
coming weeks. As a consequence, the relationship between the amount of
adjustment plus seasonal borrowing and the spread of the funds rate over
the discount rate is likely to remain unusually uncertain for awhile.
In constructing the alternatives, the staff has assumed that, if finan-
cial markets remain unusually sensitive and instability in the borrowing
relationship persists, the borrowing objective will continue to be
interpreted with some degree of flexibility in implementing open market
","alternative A, alternative C"
1988-03-29,7,"(7) Three short-run policy options are presented below. Alter-
native B would retain the $200 million assumption for adjustment plus
seasonal borrowing now used in constructing paths for nonborrowed reserves,
with federal funds rates remaining generally in the 6-1/2 percent area,
once any quarter-end pressures were past. Under alternative C, the
borrowing objective would be raised to $400 million and the funds rate
would move up to the vicinity of 7 percent. Under alternative A, federal
funds would be expected to trade around the current 6 percent discount
rate; this could be accomplished by reducing the discount rate by 1/2 point
while keeping the $200 million borrowing objective, or by decreasing this
objective. The staff estimates that borrowing on the order of $100 million
might represent the level associated with this alternative. However, this
estimate is subject to considerable uncertainty as we have very limited
experience with operating at borrowing around frictional levels. More-
over, at very low levels of borrowing, the funds rate might become quite
sensitive to relatively minor changes in borrowing behavior. Such changes
could include the normal pattern of seasonal credit as well as other
","alternative C, alternative A"
1988-05-17,7,"(7) The three policy alternatives presented below are geared to
unchanged, increased, and decreased pressures on reserve positions relative
to the Desk's current operating objective. The assumption for adjustment
plus seasonal borrowing would be kept at $400 million under alternative B
and would be raised or lowered by $200 million under alternatives C and A,
respectively. The federal funds rate would be expected to average around
alternatives C and A. These relations embody some continued reluctance of
banks to be seen at the discount window compared with patterns before the
stock market crash; to the extent this reluctance abates or is offset by
further unusually strong increases in seasonal credit, however, federal
funds rates consistent with these borrowing assumptions could average a
little lower.
","alternative B"
1988-08-16,7,"(7) Two policy alternatives are presented below. Alternative B
maintains the current $600 million assumption for adjustment plus seasonal
borrowing and alternative C increases intended borrowing to $800 million.
Under alternative B, a federal funds rate of around 8 percent would be
consistent with the average relationship that prevailed over the first half
of this year between borrowing and the funds rate-discount rate spread.
However, expectations of a further tightening of policy could persist under
alternative B, causing funds to trade somewhat higher, in an 8 to 8-1/4
percent range. Federal funds likely would trade between 8-1/2 and 8-3/4
percent under alternative C, perhaps more toward the lower end of this
range if the additional firming acted to dispel expectations of still
further near-term policy moves.
","Alternative B, alternative C, alternative B, alternative B, alternative C"
1988-09-20,7,"(7) Three policy alternatives are presented below. Under alter-
native B, reserve paths would continue to be drawn with adjustment plus
seasonal borrowing of $600 million, while under alternatives A and C
reserve paths would embody borrowing levels of $400 million and $800 mil-
lion, respectively. Under alternative B, the federal funds rate would be
expected to continue to trade generally in the 8 to 8-1/4 percent area. In
the next few days, however, a tax-related surge in the Treasury balance
could push the funds rate briefly to or even above 8-1/4 percent, and
temporary pressures could resurface around quarter end. The funds rate
would fall to the 7-1/2 to 7-3/4 percent area under alternative A and rise
to the 8-1/2 to 8-3/4 percent area under alternative C.
","alternative B, alternative A, alternative C"
1988-11-01,7,"(7) The standard three policy alternatives are presented
below. Under alternative B, reserve paths would continue to be built
with seasonal plus adjustment borrowing of $600 million, while under
alternatives A and C reserve paths would incorporate borrowing levels of
$400 million and $800 million, respectively.
","alternative B"
1989-05-16,7,"(7) Three policy alternatives are presented below for Committee
consideration. Under alternative B, funds would continue to trade in the
reserve market conditions are likely to involve borrowing of around $600
million. This technical adjustment to the borrowing objective from the
current $500 million level seems to be called for by the surge in seasonal
borrowing, which is expected to continue in the intermeeting period. In
the circumstances of still-low adjustment borrowing, the rise in seasonal
borrowing has reduced the overall borrowing shortfall that emerged last
fall. Uncertainty about the extent and effect of the increase in seasonal
borrowing as well as about the behavior of adjustment borrowing argues for
some continued flexibility by the Desk in the approach to the borrowing
objective. Under alternative A, the funds rate would decline to the 9-1/4
to 9-3/8 percent area with borrowing around $400 million, and under alter-
native C federal funds would rise to 10-1/4 to 10-3/8 percent and borrow-
ing to $800 million.
","alternative B, alternative A"
1990-03-27,7,"(7) Three policy alternatives are presented for Committee con-
sideration. Under alternative B, maintaining federal funds trading around
adjustment plus seasonal borrowing, the assumption used since the last
FOMC meeting in constructing reserve paths. Although seasonal borrowing
should increase over coming weeks, underlying demands for adjustment bor-
rowing, absent unusual settlement day pressures, are likely to remain
weak. Alternative A embodies a 7-3/4 percent federal funds rate and a
borrowing assumption of $100 million, while the 8-3/4 percent funds rate
of alternative C reflects borrowing of $200 million. Predicting the rela-
tionship between the federal funds rate and discount window borrowing
remains difficult, however, justifying continued flexibility in the Desk's
approach to the borrowing objective.
","alternative B, Alternative A, alternative C"
1990-05-15,7,"(7) Interest rates generally would be expected to show little
net change under alternative B. Market expectations now embody federal
funds continuing to trade around 8-1/4 percent, as under this alternative.
Similarly, incoming information on the economy consistent with the green-
book forecast would be roughly in line with the continued economic growth
and moderation in measured inflation--though with little improvement in
longer-term price trends--that market participants now seem to be antici-
pating. Rates on Treasury bills and notes, however, could be subject to
transitory supply pressures if RTC activity accelerates appreciably and
with it Treasury financing needs. A breakthrough in negotiations on the
budget between the Administration and the Congress in coming weeks would
be likely to spark a rally in capital markets, which after a time might
induce a downward adjustment in the foreign exchange value of the dollar.
Absent such a breakthrough, the dollar likely would remain around recent
levels on foreign exchange markets; with the dollar stable and German
reunification impending, a tightening of monetary policy in Germany and
Japan before the next FOMC meeting appears unlikely.
","alternative B"
1990-10-02,7,"(7) Three policy alternatives are given below for consideration
by the Committee. Under alternative B, federal funds would continue to
trade around 8 percent. Under alternatives A and C, federal funds trading
would center around 7-1/2 and 8-1/2 percent, respectively. In view of the
decline in the demand for seasonal credit that typically occurs during the
fall, borrowing under alternative B would initially be specified at $450
million, a reduction of $50 million from the current level, and the
assumption probably would need to be lowered another $50 to $100 million
over the intermeeting period. Under alternatives A and C, the initial
specification for borrowing would be $400 million and $500 million,
respectively. Desk operations over the intermeeting period may need to
take account of continued cautious reserve management by banks concerned
about potential funding difficulties; those banks may want to carry a
larger cushion of excess reserves and would be especially eager to avoid
being seen at the discount window.
","alternative B, alternative B"
1991-08-20,7,"(7) Two alternatives are presented below for Committee con-
sideration. Under alternative B, federal funds would continue to
trade around 5-1/2 percent, at the discount rate, in association with
adjustment plus seasonal borrowing of $375 million.4  Under alter-
native A, the federal funds rate would decline to 5 percent. The
money market conditions of this alternative could be achieved through
a reduction in borrowing to $325 million or through a 1/2 percentage
point cut in the discount rate, holding borrowing at $375 million.
There are no technical impediments to an easing of policy through open
market operations alone--dropping the federal funds rate 50 basis
points below the discount rate--although a little more volatility in
the funds rate likely would be a by-product, as the discount window
became a less effective buffer of reserve market disturbances.
","alternative B, alternative c"
1991-10-01,7,"(7) Two short-run policy alternatives are presented below
for Committee consideration. Under alternative B, the federal funds
rate would be expected to remain centered on 5-1/4 percent, in as-
sociation with an initial specification for adjustment plus seasonal
borrowing of $325 million.7  Under alternative A, federal funds
would tend to trade around 4-3/4 percent, which could be fostered
either by lowering the borrowing specification by $50 million to $275
million or by lowering the discount rate by a further 1/2 point to
the present spread of the funds rate over the discount rate and thus
the current degree of cushioning of transitory shocks to the supply
and demand for reserves.
","alternative B, alternative A"
